issue	created	updated	author	comments	type	labels	repro	run	title	verdict	dup	settype	settitle	addlabels	rmlabels	action	note
1958	2021-02-24	2026-08-19	mahrud	10	Bug	Core,Engine	transcript	same-output	bug in rawGCDRingElement	not-a-bug		Bug		Core,Engine		comment	The reported difference is deliberate on both sides, and the reason QQ[x] differs from the other three rings is not the one given in the thread. gcd(QQ,QQ) never reaches the engine at all: m2/integers.m2:51-53 defines it as a rational content gcd -- clear both denominators to a common d, take the integer gcd of the numerators, divide back -- so gcd(2_QQ,4_QQ) is 2. ZZ[x] keeps its content because ZZ is not a field. Only QQ[x] goes through rawGCDRingElement, where the answer is normalized over the base field, and 2 and 8 are units there, so the gcd is 1. Mike's in-thread answer ('over a base field it always gives a monic value') explains QQ[x] but not why QQ itself behaves like ZZ, which is exactly what mahrud asked. Verified: {ZZ,QQ,ZZ[x],QQ[x]} -> {2,2,2,1}, gcd(2_QQ,8_QQ)=2 and gcd(2_(QQ[x]),8_(QQ[x]))=1. Two residues are unmet: the gcd documentation (operators.m2:208-235) still says only 'the greatest common divisor of the arguments' with nothing about normalization, which is the documentation mahrud asked for on 2021-02-26; and the LocalRings behaviour that motivated the whole issue is unchanged -- liftUp matrix{{1/2*y},{1/2*y}} still gives 2y in both rows. Related but distinct, and newer: #4583, #4622.
1968	2021-02-26	2026-08-19	d-torrance	0	Bug	build issue,package issue	m2	drift	nonzero return code in check(4, "RunExternalM2")	stands		Bug		package issue		keep	The test cannot fail any more because it no longer runs: RunExternalM2.m2:1051 carries '-- no-check-flag (#3985)' upstream (not a Debian patch -- the file is identical to origin/development), added by Doug in f338709538 on 2025-09-22, and captureTestResult skips on that marker on every architecture. Confirmed locally: check(4, "RunExternalM2") prints 'skipping'. Nothing was fixed -- the test asserts that PreRunScript=>"ulimit -t 2" makes a 6-second cpuTime spin exit nonzero, and that assertion is what fails. Worth flagging: #3985 is this same test and this same assertion, filed by Doug in 2025 from macOS-14, so it duplicates this row -- and it is the number the skip marker cites, while this issue, four years older, is unreferenced. The dup belongs on #3985 (the newer closes into the older) but that row is not in this batch.
1974	2021-03-04	2026-08-19	DanGrayson	0	Feature	Documentation,Interpreter	transcript	same-output	export buckets	stands		Feature		Interpreter,Documentation		keep	All three parts of the ask are unmet. buckets is still only setupfun'd at d/buckets.dd:52 and is absent from m2/exports.m2, so it needs debug Core -- verified, isGlobalSymbol "buckets" is false at a fresh prompt and true after debug Core. It is undocumented (the only 'buckets' prose in Macaulay2Doc is the unrelated geobuckets note in gb-doc.m2 and the hash-table overview). And it still returns a plain List rather than the NumberedVerticalList Dan asked for -- the transcript in the issue body gets one only by wrapping the call by hand. Zero comments since 2021.
1975	2021-03-04	2026-08-19	mahrud	10	Feature	Interpreter	m2	drift	Generic programming in Macaulay2	stands		Feature		Interpreter		keep	Nothing built. There is no TypeFamily and no UnionType in m2/ or d/ -- the only hit for the latter is the unrelated ffiUnionType in d/ffi.d:609 -- and Number is a plain Type with InfiniteNumber and IndeterminateNumber as ordinary subtypes (m2/max.m2:6,18), not a union of ZZ, QQ, RR and friends. The thread's live end is 2024-06-21: mahrud asked whether this is the same as #1979 (GeneralizedTypes, still open, typed Feature) and proposed Number as the first test case, and Doug agreed. Dan's TypeFamily sketch of 2021-03-07, which installs a method for each member of the family, is the closest thing to a design on the table, and mahrud's objection to it -- that methods foo would then print one entry per member instead of one for the family -- is unanswered.
1978	2021-03-07	2026-08-19	mahrud	26	Feature	Interpreter	transcript	differs	Feature request: {1..5} as syntax for toList(1..5)	stands		Feature		Interpreter		keep	Unimplemented and unresolved. Replay confirms {1..5} still gives {(1, 2, 3, 4, 5)}, and [1..5] and <|1..5|> likewise. The 26-comment thread is a disagreement rather than a plan: Dan opened with 'that is more intuitive syntax, good idea' and pointed at convertr.d, then argued the change makes the language more complicated, floated a three-period operator to distinguish it from the binary one, and offered the existing spelling splice {1..3, 4, 2:5}; mahrud showed splice does not scale, since splice {(0,0)..(1,1), (2,2), 2:(3,3)} flattens the pairs too; pzinn objected that {1..5} should logically hold a sequence; Mike noted he and Dan had tried years ago to make 1..n and r:1 part of lists and could not find a good way. Dan's one concession, 'making {1..5} expand to {1,2,3,4,5} at parsing time is fine', and mahrud's List-versus-Sequence proposal were never taken up. Related: #2020, and #1904, which mahrud wanted to combine with this and which is now implemented.
1979	2021-03-07	2026-08-19	mahrud	2	Feature	Interpreter	transcript	syntax	Feature request: GeneralizedTypes, TypedFunctions, type checking, and more	stands		Feature		Interpreter		keep	None of it built. No GeneralizedType, TypedFunction, FunctionSignature, ListType or UnionType anywhere in m2/ or d/ -- the only match for the last is the unrelated ffiUnionType at d/ffi.d:609 -- and there is no signature method. Two comments in five years, both mahrud's own and both adding motivation rather than design: the 43 entries in 'methods basis' that union types would collapse (2022-08-24), and abstract types with Ideal::LeftIdeal syntax (2024-01-23). This is the umbrella for #1975, triaged in batch 36 and also standing. The body says 'This supersedes #1375'; #1375 (mahrud, 2020-07-07, Feature, open) is older, so under the project's 'supersedes' spelling it would close into this one -- that row is untriaged and not in this batch.
1980	2021-03-07	2026-08-19	mahrud	3	Task	Core,Documentation	transcript	differs	fix, document, or remove storefuns	reproduces		Task		Core		keep	Reproduces, and nothing was removed. storefuns is still defined at m2/remember.m2:43 and used for poincare at m2/hilbert.m2:104-110 (installHilbertFunction); the res use Dan agreed 'might as well be eliminated' survived and was carried into the OldChainComplexes package by c9ae87053d (Mahrud Sayrafi, 2025-05-02), where OldChainComplexes/res.m2:281 now reads storefuns#resolution = (M,C) -> M.cache.ManualResolution = C and storefuns is re-exported at OldChainComplexes.m2:27. Verified after needsPackage "OldChainComplexes": res I = 5 then res I gives a ChainComplex, while res M = 5 then res M returns 5, of class ZZ -- the nonsense in the report, unchanged. The replay is uninformative because the transcript leaves kk undefined. All three of the issue's options -- fix, document, remove -- are still open, with the maintainer on record preferring removal.
1984	2021-03-08	2026-08-19	d-torrance	10	Bug	Engine,arm,build issue	m2	syntax	monomial exponent overflow: pos int32_t + pos int32_t	reproduces		Bug		Engine		comment	Reproduces, third-party confirmed 15 days before this triage -- and the fix written for it does not work. State of the three root causes in the diagnosis Doug posted on 2026-05-21. Root cause 1, the C++ exception escaping uncaught through the D interpreter, WAS implemented: 1fcecd4c5f (ddale27, 2026-05-21) wraps every RingElement arithmetic operator in e/ring-elements/ring-element.cpp -- unary minus, +, -, *, *(int), /, power(int), power(mpz_srcptr) -- in try/catch on exc::engine_error, and it shipped in PR #4361, titled 'Fix for the d interface problem in Issue 1984', merged 2026-06-09 and released in 1.26.06. It did not fix the crash. joel-dodge's cmake-macos-15-brew-clang job of 2026-08-04 (run 30943233671, job 92106772709) still shows 'libc++abi: terminating due to uncaught exception of type exc::overflow_exception: monomial exponent overflow: pos int32_t + pos int32_t' at 'capturing check(2, "SuperLinearAlgebra")'. The comparison is valid: that job built 259d30c7ee and 'git merge-base --is-ancestor 1fcecd4c5f 259d30c7ee' succeeds, so the guard was compiled in. So the throw escapes by some route other than RingElement's operators. Monoid::mult (e/monoid.cpp:363, safe::pos_add at :372) is called from many places that are not element arithmetic -- schreyer-orders.cpp, gbring.cpp, res-a0-poly.cpp, Eschreyer.cpp -- and this thread's own 2022-02-10 backtrace reaches Monoid::Monoid via IM2_Monoid_make, i.e. monoid construction. Root causes 2 and 3, both package-level, were never touched: SuperLinearAlgebra.m2:50 still builds a length-2n weight vector for an n-variable ring, so the Weights block is truncated to n zeros and the intended weights are discarded, and check(2)/check(3) still nest superRing over R rather than QQ. The reference build hides this: three 'no-check-flag #1984' markers at lines 225, 263 and 313 of the installed SuperLinearAlgebra.m2 are Debian/PPA patches, not upstream, so check here skips the failing tests. Mike said on 2026-05-21 that he would take a look.
1985	2021-03-09	2026-08-19	pzinn	6	Bug	Engine	transcript	timeout	Issues with ring with Global => false	reproduces		Bug		Engine		keep	Reproduces, and this row already carries a comment from this project, posted 2026-08-13 in the bugs/ phase under the marker bug-triage:bugs/mike/localgb.m2-hold, so no further comment is proposed. That comment records: R/I still hangs, killed at 90 s; trim I now returns ideal(1-x) rather than the reported ideal 1, which is arguably a regression since x-1 is a unit in this local ring and ideal 1 was the right answer; a third symptom, quotientRemainder violating its documented g*q+r == f identity over a local ring, where M2 asserts 1 = (1-x)*1 + 0; and one still non-terminating local Groebner basis from that bugs/ file. Mike self-assigned on 2021-03-10, confirming the hang is a bug while trim giving the unit ideal is correct; his 2022-05-11 suggestion that Global => false on an order that is actually global should raise an error is unaddressed.
1986	2021-03-10	2026-08-19	DanGrayson	4	Task	package issue	prose	n/a	whether to retire package "RationalPoints"	stands		Task		package issue		keep	Both packages still ship: RationalPoints.m2 and RationalPoints2.m2 are both in M2/Macaulay2/packages. Nothing was retired and Dan's hesitation stands -- it would be the first retirement, and someone would have to establish the new package is better in every way that matters. NatStapleton confirmed in the thread that he is not maintaining the old one and invited replacement. The one loose end did close: jieaosong offered to fix the old package's bug and did, in 4b2aa89ff4 (2021-03-10, 'fixed bug in RationalPoints #1672'), and Doug closed #1672 on 2026-08-19, so the 'someone might volunteer to fix that bug' argument for keeping it has been settled in favour of keeping.
